index,State,notesList,notesPath,item,latitude,longitude,PostalCode.y,X,path,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME.x,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,PostalCode.x,GEO_ID,Tract,County,povCond,S1701_C03_001E,S1701_C01_001E,propWhite,propBlack,propNative,propAsian,propPacIslander,propOther,propMulti,propHispanic,propWhiteNotHispanic,FIPS,GISJOIN,YEAR,GEOCODE,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,COUSUBCC,SUBMCDA,CONCITA,PLACEA,PLACECC,TRACTA,BLKGRPA,BLOCKA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSA,ANRCA,CBSAA,MEMI,CSAA,METDIVA,NECTAA,NMEMI,CNECTAA,NECTADIVA,CBSAPCI,NECTAPCI,CDA,SLDU18A,SLDL18A,VTDA,VTDI,SDELMA,SDSECA,SDUNIA,AREALAND,AREAWATR,BASENAME,NAME.y,Metropolitan.Division.Code,CSA.Code,CBSA.Title,Metropolitan.Micropolitan.Statistical.Area,Metropolitan.Division.Title,CSA.Title,County.County.Equivalent,State.Name,Central.Outlying.County,CBSA_Met,include,closest,closest_dist,dist_flag,duplicated_loc,personPresent,noBuildings,noSVImage,SVIssue,identifiableLoc,culturalMarker,culturalMarkerType,culturalMarkerText
543,Colorado,CO/export/StreetView_Images_09.21.2022191434/543/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/CO/export/StreetView_Images_09.21.2022191434/543/log_file.txt,IMG_0_543.jpg,39.736117489549386,-104.8687179155993,CO,233,/Users/npcamp/Downloads/ACSTractPovertyRates/CO/export/StreetView_Images_03.08.2022200149/dbf_info.csv,8,5,7202,8005007202,72.02,Census Tract 72.02,G5020,S,1663433,0,39.7315236,-104.8768692,CO,1400000US08005007202,72.02, Arapahoe County,lowPov,8.5,4518,0.517706949977866,0.140548915449314,0.0216910137228862,0.0469234174413457,0,0.15294378043382,0.120185922974768,0.529659141212926,0.241478530323152,8,G0800050007202,2020,8005007202,4,8,Colorado,8,Arapahoe County,5,NA,NA,NA,NA,NA,NA,7202,NA,NA,NA,NA,NA,NA,NA,NA,19740,1,216,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663433,0,72.02,Census Tract 72.02,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Arapahoe County,Colorado,Central,"Denver-Aurora-Lakewood, CO",1,IMG_2_543.jpg,101.57666285578074,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,Colorado,CO/export/StreetView_Images_09.21.2022191434/543/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/CO/export/StreetView_Images_09.21.2022191434/543/log_file.txt,IMG_1_543.jpg,39.72904574622762,-104.8778999358477,CO,233,/Users/npcamp/Downloads/ACSTractPovertyRates/CO/export/StreetView_Images_03.08.2022200149/dbf_info.csv,8,5,7202,8005007202,72.02,Census Tract 72.02,G5020,S,1663433,0,39.7315236,-104.8768692,CO,1400000US08005007202,72.02, Arapahoe County,lowPov,8.5,4518,0.517706949977866,0.140548915449314,0.0216910137228862,0.0469234174413457,0,0.15294378043382,0.120185922974768,0.529659141212926,0.241478530323152,8,G0800050007202,2020,8005007202,4,8,Colorado,8,Arapahoe County,5,NA,NA,NA,NA,NA,NA,7202,NA,NA,NA,NA,NA,NA,NA,NA,19740,1,216,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663433,0,72.02,Census Tract 72.02,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Arapahoe County,Colorado,Central,"Denver-Aurora-Lakewood, CO",1,IMG_10_543.jpg,236.17790162623757,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,Colorado,CO/export/StreetView_Images_09.21.2022191434/543/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/CO/export/StreetView_Images_09.21.2022191434/543/log_file.txt,IMG_2_543.jpg,39.73636423745675,-104.86757686733367,CO,233,/Users/npcamp/Downloads/ACSTractPovertyRates/CO/export/StreetView_Images_03.08.2022200149/dbf_info.csv,8,5,7202,8005007202,72.02,Census Tract 72.02,G5020,S,1663433,0,39.7315236,-104.8768692,CO,1400000US08005007202,72.02, Arapahoe County,lowPov,8.5,4518,0.517706949977866,0.140548915449314,0.0216910137228862,0.0469234174413457,0,0.15294378043382,0.120185922974768,0.529659141212926,0.241478530323152,8,G0800050007202,2020,8005007202,4,8,Colorado,8,Arapahoe County,5,NA,NA,NA,NA,NA,NA,7202,NA,NA,NA,NA,NA,NA,NA,NA,19740,1,216,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663433,0,72.02,Census Tract 72.02,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Arapahoe County,Colorado,Central,"Denver-Aurora-Lakewood, CO",1,IMG_0_543.jpg,101.57666285578074,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,Colorado,CO/export/StreetView_Images_09.21.2022191434/543/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/CO/export/StreetView_Images_09.21.2022191434/543/log_file.txt,IMG_3_543.jpg,39.73375890736801,-104.87374819104474,CO,233,/Users/npcamp/Downloads/ACSTractPovertyRates/CO/export/StreetView_Images_03.08.2022200149/dbf_info.csv,8,5,7202,8005007202,72.02,Census Tract 72.02,G5020,S,1663433,0,39.7315236,-104.8768692,CO,1400000US08005007202,72.02, Arapahoe County,lowPov,8.5,4518,0.517706949977866,0.140548915449314,0.0216910137228862,0.0469234174413457,0,0.15294378043382,0.120185922974768,0.529659141212926,0.241478530323152,8,G0800050007202,2020,8005007202,4,8,Colorado,8,Arapahoe County,5,NA,NA,NA,NA,NA,NA,7202,NA,NA,NA,NA,NA,NA,NA,NA,19740,1,216,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663433,0,72.02,Census Tract 72.02,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Arapahoe County,Colorado,Central,"Denver-Aurora-Lakewood, CO",1,IMG_12_543.jpg,180.1052374827771,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,Colorado,CO/export/StreetView_Images_09.21.2022191434/543/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/CO/export/StreetView_Images_09.21.2022191434/543/log_file.txt,IMG_4_543.jpg,39.726661760432435,-104.87956627921118,CO,233,/Users/npcamp/Downloads/ACSTractPovertyRates/CO/export/StreetView_Images_03.08.2022200149/dbf_info.csv,8,5,7202,8005007202,72.02,Census Tract 72.02,G5020,S,1663433,0,39.7315236,-104.8768692,CO,1400000US08005007202,72.02, Arapahoe County,lowPov,8.5,4518,0.517706949977866,0.140548915449314,0.0216910137228862,0.0469234174413457,0,0.15294378043382,0.120185922974768,0.529659141212926,0.241478530323152,8,G0800050007202,2020,8005007202,4,8,Colorado,8,Arapahoe County,5,NA,NA,NA,NA,NA,NA,7202,NA,NA,NA,NA,NA,NA,NA,NA,19740,1,216,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663433,0,72.02,Census Tract 72.02,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Arapahoe County,Colorado,Central,"Denver-Aurora-Lakewood, CO",1,IMG_10_543.jpg,149.1054827561821,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,Colorado,CO/export/StreetView_Images_09.21.2022191434/543/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/CO/export/StreetView_Images_09.21.2022191434/543/log_file.txt,IMG_5_543.jpg,39.73305188438908,-104.86627033867767,CO,233,/Users/npcamp/Downloads/ACSTractPovertyRates/CO/export/StreetView_Images_03.08.2022200149/dbf_info.csv,8,5,7202,8005007202,72.02,Census Tract 72.02,G5020,S,1663433,0,39.7315236,-104.8768692,CO,1400000US08005007202,72.02, Arapahoe County,lowPov,8.5,4518,0.517706949977866,0.140548915449314,0.0216910137228862,0.0469234174413457,0,0.15294378043382,0.120185922974768,0.529659141212926,0.241478530323152,8,G0800050007202,2020,8005007202,4,8,Colorado,8,Arapahoe County,5,NA,NA,NA,NA,NA,NA,7202,NA,NA,NA,NA,NA,NA,NA,NA,19740,1,216,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663433,0,72.02,Census Tract 72.02,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Arapahoe County,Colorado,Central,"Denver-Aurora-Lakewood, CO",1,IMG_11_543.jpg,178.91000856615025,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,Colorado,CO/export/StreetView_Images_09.21.2022191434/543/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/CO/export/StreetView_Images_09.21.2022191434/543/log_file.txt,IMG_6_543.jpg,39.73699376103246,-104.88091150110884,CO,233,/Users/npcamp/Downloads/ACSTractPovertyRates/CO/export/StreetView_Images_03.08.2022200149/dbf_info.csv,8,5,7202,8005007202,72.02,Census Tract 72.02,G5020,S,1663433,0,39.7315236,-104.8768692,CO,1400000US08005007202,72.02, Arapahoe County,lowPov,8.5,4518,0.517706949977866,0.140548915449314,0.0216910137228862,0.0469234174413457,0,0.15294378043382,0.120185922974768,0.529659141212926,0.241478530323152,8,G0800050007202,2020,8005007202,4,8,Colorado,8,Arapahoe County,5,NA,NA,NA,NA,NA,NA,7202,NA,NA,NA,NA,NA,NA,NA,NA,19740,1,216,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663433,0,72.02,Census Tract 72.02,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Arapahoe County,Colorado,Central,"Denver-Aurora-Lakewood, CO",1,IMG_3_543.jpg,711.3828105591738,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,Colorado,CO/export/StreetView_Images_09.21.2022191434/543/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/CO/export/StreetView_Images_09.21.2022191434/543/log_file.txt,IMG_7_543.jpg,39.72903148592982,-104.873959213749,CO,233,/Users/npcamp/Downloads/ACSTractPovertyRates/CO/export/StreetView_Images_03.08.2022200149/dbf_info.csv,8,5,7202,8005007202,72.02,Census Tract 72.02,G5020,S,1663433,0,39.7315236,-104.8768692,CO,1400000US08005007202,72.02, Arapahoe County,lowPov,8.5,4518,0.517706949977866,0.140548915449314,0.0216910137228862,0.0469234174413457,0,0.15294378043382,0.120185922974768,0.529659141212926,0.241478530323152,8,G0800050007202,2020,8005007202,4,8,Colorado,8,Arapahoe County,5,NA,NA,NA,NA,NA,NA,7202,NA,NA,NA,NA,NA,NA,NA,NA,19740,1,216,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663433,0,72.02,Census Tract 72.02,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Arapahoe County,Colorado,Central,"Denver-Aurora-Lakewood, CO",1,IMG_13_543.jpg,321.35898717281873,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,Colorado,CO/export/StreetView_Images_09.21.2022191434/543/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/CO/export/StreetView_Images_09.21.2022191434/543/log_file.txt,IMG_8_543.jpg,39.72814915514818,-104.88437563268553,CO,233,/Users/npcamp/Downloads/ACSTractPovertyRates/CO/export/StreetView_Images_03.08.2022200149/dbf_info.csv,8,5,7202,8005007202,72.02,Census Tract 72.02,G5020,S,1663433,0,39.7315236,-104.8768692,CO,1400000US08005007202,72.02, Arapahoe County,lowPov,8.5,4518,0.517706949977866,0.140548915449314,0.0216910137228862,0.0469234174413457,0,0.15294378043382,0.120185922974768,0.529659141212926,0.241478530323152,8,G0800050007202,2020,8005007202,4,8,Colorado,8,Arapahoe County,5,NA,NA,NA,NA,NA,NA,7202,NA,NA,NA,NA,NA,NA,NA,NA,19740,1,216,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663433,0,72.02,Census Tract 72.02,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Arapahoe County,Colorado,Central,"Denver-Aurora-Lakewood, CO",1,IMG_4_543.jpg,444.16051337184484,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,Colorado,CO/export/StreetView_Images_09.21.2022191434/543/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/CO/export/StreetView_Images_09.21.2022191434/543/log_file.txt,IMG_9_543.jpg,39.732448230205975,-104.87175964002549,CO,233,/Users/npcamp/Downloads/ACSTractPovertyRates/CO/export/StreetView_Images_03.08.2022200149/dbf_info.csv,8,5,7202,8005007202,72.02,Census Tract 72.02,G5020,S,1663433,0,39.7315236,-104.8768692,CO,1400000US08005007202,72.02, Arapahoe County,lowPov,8.5,4518,0.517706949977866,0.140548915449314,0.0216910137228862,0.0469234174413457,0,0.15294378043382,0.120185922974768,0.529659141212926,0.241478530323152,8,G0800050007202,2020,8005007202,4,8,Colorado,8,Arapahoe County,5,NA,NA,NA,NA,NA,NA,7202,NA,NA,NA,NA,NA,NA,NA,NA,19740,1,216,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663433,0,72.02,Census Tract 72.02,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,,"Denver-Aurora, CO",Arapahoe County,Colorado,Central,"Denver-Aurora-Lakewood, CO",1,IMG_13_543.jpg,181.09360657381853,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
