index,State,notesList,notesPath,item,latitude,longitude,PostalCode.y,X,path,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME.x,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,PostalCode.x,GEO_ID,Tract,County,povCond,S1701_C03_001E,S1701_C01_001E,propWhite,propBlack,propNative,propAsian,propPacIslander,propOther,propMulti,propHispanic,propWhiteNotHispanic,FIPS,GISJOIN,YEAR,GEOCODE,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,COUSUBCC,SUBMCDA,CONCITA,PLACEA,PLACECC,TRACTA,BLKGRPA,BLOCKA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSA,ANRCA,CBSAA,MEMI,CSAA,METDIVA,NECTAA,NMEMI,CNECTAA,NECTADIVA,CBSAPCI,NECTAPCI,CDA,SLDU18A,SLDL18A,VTDA,VTDI,SDELMA,SDSECA,SDUNIA,AREALAND,AREAWATR,BASENAME,NAME.y,Metropolitan.Division.Code,CSA.Code,CBSA.Title,Metropolitan.Micropolitan.Statistical.Area,Metropolitan.Division.Title,CSA.Title,County.County.Equivalent,State.Name,Central.Outlying.County,CBSA_Met,include,closest,closest_dist,dist_flag,duplicated_loc,personPresent,noBuildings,noSVImage,SVIssue,identifiableLoc,culturalMarker,culturalMarkerType,culturalMarkerText
1936,NewJersey,NJ/export/StreetView_Images_09.21.2022202330/1936/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/NJ/export/StreetView_Images_09.21.2022202330/1936/log_file.txt,IMG_0_1936.jpg,40.6144394,-74.36908396,NJ,621,/Users/npcamp/Downloads/ACSTractPovertyRates/NJ/export/StreetView_Images_03.08.2022200309/dbf_info.csv,34,39,38602,34039038602,386.02,Census Tract 386.02,G5020,S,7808023,8894,40.614887,-74.3739648,NJ,1400000US34039038602,386.02,Union County,lowPov,1.3,4213,0.72845953,0.008070258723,0,0.1673391882,0,0.01946356516,0.07666745787,0.1108473772,0.6914312841,34,G3400390038602,2020,34039038602,1,2,New Jersey,34,Union County,39,NA,NA,NA,NA,NA,NA,38602,NA,NA,NA,NA,NA,NA,NA,NA,35620,1,408,35084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7808023,8894,386.02,Census Tract 386.02,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Union County,New Jersey,Central,"New York-Newark-Jersey City, NY-NJ-PANewark, NJ-PA",1,IMG_2_1936.jpg,229.3431563,FALSE,NA,,,,,,,,
1936,NewJersey,NJ/export/StreetView_Images_09.21.2022202330/1936/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/NJ/export/StreetView_Images_09.21.2022202330/1936/log_file.txt,IMG_1_1936.jpg,40.62341567,-74.36975808,NJ,621,/Users/npcamp/Downloads/ACSTractPovertyRates/NJ/export/StreetView_Images_03.08.2022200309/dbf_info.csv,34,39,38602,34039038602,386.02,Census Tract 386.02,G5020,S,7808023,8894,40.614887,-74.3739648,NJ,1400000US34039038602,386.02,Union County,lowPov,1.3,4213,0.72845953,0.008070258723,0,0.1673391882,0,0.01946356516,0.07666745787,0.1108473772,0.6914312841,34,G3400390038602,2020,34039038602,1,2,New Jersey,34,Union County,39,NA,NA,NA,NA,NA,NA,38602,NA,NA,NA,NA,NA,NA,NA,NA,35620,1,408,35084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7808023,8894,386.02,Census Tract 386.02,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Union County,New Jersey,Central,"New York-Newark-Jersey City, NY-NJ-PANewark, NJ-PA",1,IMG_10_1936.jpg,341.7828865,FALSE,NA,,,,,,,,
1936,NewJersey,NJ/export/StreetView_Images_09.21.2022202330/1936/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/NJ/export/StreetView_Images_09.21.2022202330/1936/log_file.txt,IMG_2_1936.jpg,40.61622486,-74.36772178,NJ,621,/Users/npcamp/Downloads/ACSTractPovertyRates/NJ/export/StreetView_Images_03.08.2022200309/dbf_info.csv,34,39,38602,34039038602,386.02,Census Tract 386.02,G5020,S,7808023,8894,40.614887,-74.3739648,NJ,1400000US34039038602,386.02,Union County,lowPov,1.3,4213,0.72845953,0.008070258723,0,0.1673391882,0,0.01946356516,0.07666745787,0.1108473772,0.6914312841,34,G3400390038602,2020,34039038602,1,2,New Jersey,34,Union County,39,NA,NA,NA,NA,NA,NA,38602,NA,NA,NA,NA,NA,NA,NA,NA,35620,1,408,35084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7808023,8894,386.02,Census Tract 386.02,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Union County,New Jersey,Central,"New York-Newark-Jersey City, NY-NJ-PANewark, NJ-PA",1,IMG_14_1936.jpg,168.3028868,FALSE,NA,,,,,,,,
1936,NewJersey,NJ/export/StreetView_Images_09.21.2022202330/1936/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/NJ/export/StreetView_Images_09.21.2022202330/1936/log_file.txt,IMG_3_1936.jpg,40.61757171,-74.37094591,NJ,621,/Users/npcamp/Downloads/ACSTractPovertyRates/NJ/export/StreetView_Images_03.08.2022200309/dbf_info.csv,34,39,38602,34039038602,386.02,Census Tract 386.02,G5020,S,7808023,8894,40.614887,-74.3739648,NJ,1400000US34039038602,386.02,Union County,lowPov,1.3,4213,0.72845953,0.008070258723,0,0.1673391882,0,0.01946356516,0.07666745787,0.1108473772,0.6914312841,34,G3400390038602,2020,34039038602,1,2,New Jersey,34,Union County,39,NA,NA,NA,NA,NA,NA,38602,NA,NA,NA,NA,NA,NA,NA,NA,35620,1,408,35084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7808023,8894,386.02,Census Tract 386.02,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Union County,New Jersey,Central,"New York-Newark-Jersey City, NY-NJ-PANewark, NJ-PA",1,IMG_2_1936.jpg,311.1328049,FALSE,NA,,,,,,,,
1936,NewJersey,NJ/export/StreetView_Images_09.21.2022202330/1936/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/NJ/export/StreetView_Images_09.21.2022202330/1936/log_file.txt,IMG_4_1936.jpg,40.61577306,-74.38102358,NJ,621,/Users/npcamp/Downloads/ACSTractPovertyRates/NJ/export/StreetView_Images_03.08.2022200309/dbf_info.csv,34,39,38602,34039038602,386.02,Census Tract 386.02,G5020,S,7808023,8894,40.614887,-74.3739648,NJ,1400000US34039038602,386.02,Union County,lowPov,1.3,4213,0.72845953,0.008070258723,0,0.1673391882,0,0.01946356516,0.07666745787,0.1108473772,0.6914312841,34,G3400390038602,2020,34039038602,1,2,New Jersey,34,Union County,39,NA,NA,NA,NA,NA,NA,38602,NA,NA,NA,NA,NA,NA,NA,NA,35620,1,408,35084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7808023,8894,386.02,Census Tract 386.02,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Union County,New Jersey,Central,"New York-Newark-Jersey City, NY-NJ-PANewark, NJ-PA",1,IMG_7_1936.jpg,217.002435,FALSE,NA,,,,,,,,
1936,NewJersey,NJ/export/StreetView_Images_09.21.2022202330/1936/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/NJ/export/StreetView_Images_09.21.2022202330/1936/log_file.txt,IMG_5_1936.jpg,40.61655422,-74.37799259,NJ,621,/Users/npcamp/Downloads/ACSTractPovertyRates/NJ/export/StreetView_Images_03.08.2022200309/dbf_info.csv,34,39,38602,34039038602,386.02,Census Tract 386.02,G5020,S,7808023,8894,40.614887,-74.3739648,NJ,1400000US34039038602,386.02,Union County,lowPov,1.3,4213,0.72845953,0.008070258723,0,0.1673391882,0,0.01946356516,0.07666745787,0.1108473772,0.6914312841,34,G3400390038602,2020,34039038602,1,2,New Jersey,34,Union County,39,NA,NA,NA,NA,NA,NA,38602,NA,NA,NA,NA,NA,NA,NA,NA,35620,1,408,35084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7808023,8894,386.02,Census Tract 386.02,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Union County,New Jersey,Central,"New York-Newark-Jersey City, NY-NJ-PANewark, NJ-PA",1,IMG_4_1936.jpg,270.758207,FALSE,NA,,,,,,,,
1936,NewJersey,NJ/export/StreetView_Images_09.21.2022202330/1936/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/NJ/export/StreetView_Images_09.21.2022202330/1936/log_file.txt,IMG_6_1936.jpg,40.60899489,-74.39427933,NJ,621,/Users/npcamp/Downloads/ACSTractPovertyRates/NJ/export/StreetView_Images_03.08.2022200309/dbf_info.csv,34,39,38602,34039038602,386.02,Census Tract 386.02,G5020,S,7808023,8894,40.614887,-74.3739648,NJ,1400000US34039038602,386.02,Union County,lowPov,1.3,4213,0.72845953,0.008070258723,0,0.1673391882,0,0.01946356516,0.07666745787,0.1108473772,0.6914312841,34,G3400390038602,2020,34039038602,1,2,New Jersey,34,Union County,39,NA,NA,NA,NA,NA,NA,38602,NA,NA,NA,NA,NA,NA,NA,NA,35620,1,408,35084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7808023,8894,386.02,Census Tract 386.02,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Union County,New Jersey,Central,"New York-Newark-Jersey City, NY-NJ-PANewark, NJ-PA",1,IMG_11_1936.jpg,1072.940171,FALSE,NA,,,,,,,,
1936,NewJersey,NJ/export/StreetView_Images_09.21.2022202330/1936/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/NJ/export/StreetView_Images_09.21.2022202330/1936/log_file.txt,IMG_7_1936.jpg,40.61428993,-74.38269332,NJ,621,/Users/npcamp/Downloads/ACSTractPovertyRates/NJ/export/StreetView_Images_03.08.2022200309/dbf_info.csv,34,39,38602,34039038602,386.02,Census Tract 386.02,G5020,S,7808023,8894,40.614887,-74.3739648,NJ,1400000US34039038602,386.02,Union County,lowPov,1.3,4213,0.72845953,0.008070258723,0,0.1673391882,0,0.01946356516,0.07666745787,0.1108473772,0.6914312841,34,G3400390038602,2020,34039038602,1,2,New Jersey,34,Union County,39,NA,NA,NA,NA,NA,NA,38602,NA,NA,NA,NA,NA,NA,NA,NA,35620,1,408,35084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7808023,8894,386.02,Census Tract 386.02,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Union County,New Jersey,Central,"New York-Newark-Jersey City, NY-NJ-PANewark, NJ-PA",1,IMG_4_1936.jpg,217.002435,FALSE,NA,,,,,,,,
1936,NewJersey,NJ/export/StreetView_Images_09.21.2022202330/1936/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/NJ/export/StreetView_Images_09.21.2022202330/1936/log_file.txt,IMG_8_1936.jpg,40.60212961,-74.38398436,NJ,621,/Users/npcamp/Downloads/ACSTractPovertyRates/NJ/export/StreetView_Images_03.08.2022200309/dbf_info.csv,34,39,38602,34039038602,386.02,Census Tract 386.02,G5020,S,7808023,8894,40.614887,-74.3739648,NJ,1400000US34039038602,386.02,Union County,lowPov,1.3,4213,0.72845953,0.008070258723,0,0.1673391882,0,0.01946356516,0.07666745787,0.1108473772,0.6914312841,34,G3400390038602,2020,34039038602,1,2,New Jersey,34,Union County,39,NA,NA,NA,NA,NA,NA,38602,NA,NA,NA,NA,NA,NA,NA,NA,35620,1,408,35084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7808023,8894,386.02,Census Tract 386.02,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Union County,New Jersey,Central,"New York-Newark-Jersey City, NY-NJ-PANewark, NJ-PA",1,IMG_11_1936.jpg,104.2000576,FALSE,NA,,,,,,,,
1936,NewJersey,NJ/export/StreetView_Images_09.21.2022202330/1936/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/NJ/export/StreetView_Images_09.21.2022202330/1936/log_file.txt,IMG_9_1936.jpg,40.60310212,-74.37702608,NJ,621,/Users/npcamp/Downloads/ACSTractPovertyRates/NJ/export/StreetView_Images_03.08.2022200309/dbf_info.csv,34,39,38602,34039038602,386.02,Census Tract 386.02,G5020,S,7808023,8894,40.614887,-74.3739648,NJ,1400000US34039038602,386.02,Union County,lowPov,1.3,4213,0.72845953,0.008070258723,0,0.1673391882,0,0.01946356516,0.07666745787,0.1108473772,0.6914312841,34,G3400390038602,2020,34039038602,1,2,New Jersey,34,Union County,39,NA,NA,NA,NA,NA,NA,38602,NA,NA,NA,NA,NA,NA,NA,NA,35620,1,408,35084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7808023,8894,386.02,Census Tract 386.02,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Union County,New Jersey,Central,"New York-Newark-Jersey City, NY-NJ-PANewark, NJ-PA",1,IMG_12_1936.jpg,89.46859375,FALSE,NA,,,,,,,,
