index,State,notesList,notesPath,item,latitude,longitude,PostalCode.y,X,path,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME.x,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,PostalCode.x,GEO_ID,Tract,County,povCond,S1701_C03_001E,S1701_C01_001E,propWhite,propBlack,propNative,propAsian,propPacIslander,propOther,propMulti,propHispanic,propWhiteNotHispanic,FIPS,GISJOIN,YEAR,GEOCODE,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,COUSUBCC,SUBMCDA,CONCITA,PLACEA,PLACECC,TRACTA,BLKGRPA,BLOCKA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSA,ANRCA,CBSAA,MEMI,CSAA,METDIVA,NECTAA,NMEMI,CNECTAA,NECTADIVA,CBSAPCI,NECTAPCI,CDA,SLDU18A,SLDL18A,VTDA,VTDI,SDELMA,SDSECA,SDUNIA,AREALAND,AREAWATR,BASENAME,NAME.y,Metropolitan.Division.Code,CSA.Code,CBSA.Title,Metropolitan.Micropolitan.Statistical.Area,Metropolitan.Division.Title,CSA.Title,County.County.Equivalent,State.Name,Central.Outlying.County,CBSA_Met,include,closest,closest_dist,dist_flag,duplicated_loc,personPresent,noBuildings,noSVImage,SVIssue,identifiableLoc,culturalMarker,culturalMarkerType,culturalMarkerText
4997,California,CA/export/StreetView_Images_09.21.2022194139/4997/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/CA/export/StreetView_Images_09.21.2022194139/4997/log_file.txt,IMG_0_4997.jpg,36.83083006772747,-119.73475057477238,CA,136,/Users/npcamp/Downloads/ACSTractPovertyRates/CA/export/StreetView_Images_03.08.2022200110/dbf_info.csv,6,19,5605,6019005605,56.05,Census Tract 56.05,G5020,S,943633,10445,36.8306918,-119.7326786,CA,1400000US06019005605,56.05, Fresno County,lowPov,0.2,1548,0.84108527131783,0.00839793281653747,0,0.0562015503875969,0.00387596899224806,0.0458656330749354,0.0445736434108527,0.275193798449612,0.65891472868217,6,G0600190005605,2020,6019005605,4,9,California,6,Fresno County,19,NA,NA,NA,NA,NA,NA,5605,NA,NA,NA,NA,NA,NA,NA,NA,23420,1,260,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943633,10445,56.05,Census Tract 56.05,NA,260,"Fresno, CA",Metropolitan Statistical Area,,"Fresno-Madera-Hanford, CA",Fresno County,California,Central,"Fresno, CA",1,IMG_10_4997.jpg,6.714566630672596,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4997,California,CA/export/StreetView_Images_09.21.2022194139/4997/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/CA/export/StreetView_Images_09.21.2022194139/4997/log_file.txt,IMG_1_4997.jpg,36.83068590882291,-119.73004359430384,CA,136,/Users/npcamp/Downloads/ACSTractPovertyRates/CA/export/StreetView_Images_03.08.2022200110/dbf_info.csv,6,19,5605,6019005605,56.05,Census Tract 56.05,G5020,S,943633,10445,36.8306918,-119.7326786,CA,1400000US06019005605,56.05, Fresno County,lowPov,0.2,1548,0.84108527131783,0.00839793281653747,0,0.0562015503875969,0.00387596899224806,0.0458656330749354,0.0445736434108527,0.275193798449612,0.65891472868217,6,G0600190005605,2020,6019005605,4,9,California,6,Fresno County,19,NA,NA,NA,NA,NA,NA,5605,NA,NA,NA,NA,NA,NA,NA,NA,23420,1,260,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943633,10445,56.05,Census Tract 56.05,NA,260,"Fresno, CA",Metropolitan Statistical Area,,"Fresno-Madera-Hanford, CA",Fresno County,California,Central,"Fresno, CA",1,IMG_9_4997.jpg,119.02496344352012,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4997,California,CA/export/StreetView_Images_09.21.2022194139/4997/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/CA/export/StreetView_Images_09.21.2022194139/4997/log_file.txt,IMG_2_4997.jpg,36.83443054662205,-119.73149115721776,CA,136,/Users/npcamp/Downloads/ACSTractPovertyRates/CA/export/StreetView_Images_03.08.2022200110/dbf_info.csv,6,19,5605,6019005605,56.05,Census Tract 56.05,G5020,S,943633,10445,36.8306918,-119.7326786,CA,1400000US06019005605,56.05, Fresno County,lowPov,0.2,1548,0.84108527131783,0.00839793281653747,0,0.0562015503875969,0.00387596899224806,0.0458656330749354,0.0445736434108527,0.275193798449612,0.65891472868217,6,G0600190005605,2020,6019005605,4,9,California,6,Fresno County,19,NA,NA,NA,NA,NA,NA,5605,NA,NA,NA,NA,NA,NA,NA,NA,23420,1,260,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943633,10445,56.05,Census Tract 56.05,NA,260,"Fresno, CA",Metropolitan Statistical Area,,"Fresno-Madera-Hanford, CA",Fresno County,California,Central,"Fresno, CA",1,IMG_14_4997.jpg,30.500505936881616,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4997,California,CA/export/StreetView_Images_09.21.2022194139/4997/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/CA/export/StreetView_Images_09.21.2022194139/4997/log_file.txt,IMG_3_4997.jpg,36.82587739037769,-119.72946045037784,CA,136,/Users/npcamp/Downloads/ACSTractPovertyRates/CA/export/StreetView_Images_03.08.2022200110/dbf_info.csv,6,19,5605,6019005605,56.05,Census Tract 56.05,G5020,S,943633,10445,36.8306918,-119.7326786,CA,1400000US06019005605,56.05, Fresno County,lowPov,0.2,1548,0.84108527131783,0.00839793281653747,0,0.0562015503875969,0.00387596899224806,0.0458656330749354,0.0445736434108527,0.275193798449612,0.65891472868217,6,G0600190005605,2020,6019005605,4,9,California,6,Fresno County,19,NA,NA,NA,NA,NA,NA,5605,NA,NA,NA,NA,NA,NA,NA,NA,23420,1,260,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943633,10445,56.05,Census Tract 56.05,NA,260,"Fresno, CA",Metropolitan Statistical Area,,"Fresno-Madera-Hanford, CA",Fresno County,California,Central,"Fresno, CA",1,IMG_7_4997.jpg,485.2712676163451,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4997,California,CA/export/StreetView_Images_09.21.2022194139/4997/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/CA/export/StreetView_Images_09.21.2022194139/4997/log_file.txt,IMG_4_4997.jpg,36.834628570071246,-119.73480559311344,CA,136,/Users/npcamp/Downloads/ACSTractPovertyRates/CA/export/StreetView_Images_03.08.2022200110/dbf_info.csv,6,19,5605,6019005605,56.05,Census Tract 56.05,G5020,S,943633,10445,36.8306918,-119.7326786,CA,1400000US06019005605,56.05, Fresno County,lowPov,0.2,1548,0.84108527131783,0.00839793281653747,0,0.0562015503875969,0.00387596899224806,0.0458656330749354,0.0445736434108527,0.275193798449612,0.65891472868217,6,G0600190005605,2020,6019005605,4,9,California,6,Fresno County,19,NA,NA,NA,NA,NA,NA,5605,NA,NA,NA,NA,NA,NA,NA,NA,23420,1,260,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943633,10445,56.05,Census Tract 56.05,NA,260,"Fresno, CA",Metropolitan Statistical Area,,"Fresno-Madera-Hanford, CA",Fresno County,California,Central,"Fresno, CA",1,IMG_5_4997.jpg,185.17557186980437,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4997,California,CA/export/StreetView_Images_09.21.2022194139/4997/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/CA/export/StreetView_Images_09.21.2022194139/4997/log_file.txt,IMG_5_4997.jpg,36.836164217416666,-119.73561768854836,CA,136,/Users/npcamp/Downloads/ACSTractPovertyRates/CA/export/StreetView_Images_03.08.2022200110/dbf_info.csv,6,19,5605,6019005605,56.05,Census Tract 56.05,G5020,S,943633,10445,36.8306918,-119.7326786,CA,1400000US06019005605,56.05, Fresno County,lowPov,0.2,1548,0.84108527131783,0.00839793281653747,0,0.0562015503875969,0.00387596899224806,0.0458656330749354,0.0445736434108527,0.275193798449612,0.65891472868217,6,G0600190005605,2020,6019005605,4,9,California,6,Fresno County,19,NA,NA,NA,NA,NA,NA,5605,NA,NA,NA,NA,NA,NA,NA,NA,23420,1,260,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943633,10445,56.05,Census Tract 56.05,NA,260,"Fresno, CA",Metropolitan Statistical Area,,"Fresno-Madera-Hanford, CA",Fresno County,California,Central,"Fresno, CA",1,IMG_4_4997.jpg,185.17557186980437,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4997,California,CA/export/StreetView_Images_09.21.2022194139/4997/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/CA/export/StreetView_Images_09.21.2022194139/4997/log_file.txt,IMG_6_4997.jpg,36.83326193906534,-119.72973820798286,CA,136,/Users/npcamp/Downloads/ACSTractPovertyRates/CA/export/StreetView_Images_03.08.2022200110/dbf_info.csv,6,19,5605,6019005605,56.05,Census Tract 56.05,G5020,S,943633,10445,36.8306918,-119.7326786,CA,1400000US06019005605,56.05, Fresno County,lowPov,0.2,1548,0.84108527131783,0.00839793281653747,0,0.0562015503875969,0.00387596899224806,0.0458656330749354,0.0445736434108527,0.275193798449612,0.65891472868217,6,G0600190005605,2020,6019005605,4,9,California,6,Fresno County,19,NA,NA,NA,NA,NA,NA,5605,NA,NA,NA,NA,NA,NA,NA,NA,23420,1,260,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943633,10445,56.05,Census Tract 56.05,NA,260,"Fresno, CA",Metropolitan Statistical Area,,"Fresno-Madera-Hanford, CA",Fresno County,California,Central,"Fresno, CA",1,IMG_12_4997.jpg,78.20986761054057,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4997,California,CA/export/StreetView_Images_09.21.2022194139/4997/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/CA/export/StreetView_Images_09.21.2022194139/4997/log_file.txt,IMG_7_4997.jpg,36.830017490903955,-119.73121133284322,CA,136,/Users/npcamp/Downloads/ACSTractPovertyRates/CA/export/StreetView_Images_03.08.2022200110/dbf_info.csv,6,19,5605,6019005605,56.05,Census Tract 56.05,G5020,S,943633,10445,36.8306918,-119.7326786,CA,1400000US06019005605,56.05, Fresno County,lowPov,0.2,1548,0.84108527131783,0.00839793281653747,0,0.0562015503875969,0.00387596899224806,0.0458656330749354,0.0445736434108527,0.275193798449612,0.65891472868217,6,G0600190005605,2020,6019005605,4,9,California,6,Fresno County,19,NA,NA,NA,NA,NA,NA,5605,NA,NA,NA,NA,NA,NA,NA,NA,23420,1,260,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943633,10445,56.05,Census Tract 56.05,NA,260,"Fresno, CA",Metropolitan Statistical Area,,"Fresno-Madera-Hanford, CA",Fresno County,California,Central,"Fresno, CA",1,IMG_1_4997.jpg,127.88374771811704,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4997,California,CA/export/StreetView_Images_09.21.2022194139/4997/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/CA/export/StreetView_Images_09.21.2022194139/4997/log_file.txt,IMG_8_4997.jpg,36.82806801391813,-119.73567633129852,CA,136,/Users/npcamp/Downloads/ACSTractPovertyRates/CA/export/StreetView_Images_03.08.2022200110/dbf_info.csv,6,19,5605,6019005605,56.05,Census Tract 56.05,G5020,S,943633,10445,36.8306918,-119.7326786,CA,1400000US06019005605,56.05, Fresno County,lowPov,0.2,1548,0.84108527131783,0.00839793281653747,0,0.0562015503875969,0.00387596899224806,0.0458656330749354,0.0445736434108527,0.275193798449612,0.65891472868217,6,G0600190005605,2020,6019005605,4,9,California,6,Fresno County,19,NA,NA,NA,NA,NA,NA,5605,NA,NA,NA,NA,NA,NA,NA,NA,23420,1,260,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943633,10445,56.05,Census Tract 56.05,NA,260,"Fresno, CA",Metropolitan Statistical Area,,"Fresno-Madera-Hanford, CA",Fresno County,California,Central,"Fresno, CA",1,IMG_10_4997.jpg,317.437113896042,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4997,California,CA/export/StreetView_Images_09.21.2022194139/4997/log_file.txt,/Volumes/GoogleDrive/Shared drives/MiSL_Docs/[Research] Space Sampling/MSA_Sampling/9.21Sampling/CA/export/StreetView_Images_09.21.2022194139/4997/log_file.txt,IMG_9_4997.jpg,36.83159379538982,-119.73075397079505,CA,136,/Users/npcamp/Downloads/ACSTractPovertyRates/CA/export/StreetView_Images_03.08.2022200110/dbf_info.csv,6,19,5605,6019005605,56.05,Census Tract 56.05,G5020,S,943633,10445,36.8306918,-119.7326786,CA,1400000US06019005605,56.05, Fresno County,lowPov,0.2,1548,0.84108527131783,0.00839793281653747,0,0.0562015503875969,0.00387596899224806,0.0458656330749354,0.0445736434108527,0.275193798449612,0.65891472868217,6,G0600190005605,2020,6019005605,4,9,California,6,Fresno County,19,NA,NA,NA,NA,NA,NA,5605,NA,NA,NA,NA,NA,NA,NA,NA,23420,1,260,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943633,10445,56.05,Census Tract 56.05,NA,260,"Fresno, CA",Metropolitan Statistical Area,,"Fresno-Madera-Hanford, CA",Fresno County,California,Central,"Fresno, CA",1,IMG_1_4997.jpg,119.02496344352012,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
